drug_id,Name,Synonyms,Targets,Target pathway,PubCHEM,Sample Size,Count
"1022","AZD7762","AZD-7762, AZD 7762","CHEK1, CHEK2","Cell cycle","11152667","GDSC1","945","SANGER","495"
"1022","AZD7762","AZD-7762, AZD 7762","CHEK1, CHEK2","Cell cycle","11152667","GDSC2","764","SANGER","495"
"1059","AZD8055","AZD-8055","MTORC1, MTORC2","PI3K/MTOR signaling","25262965","GDSC1","935","SANGER","495"
"1059","AZD8055","AZD-8055","MTORC1, MTORC2","PI3K/MTOR signaling","25262965","GDSC2","96","SANGER","495"
"1918","AZD8186","AZD 8186, AZD-8186","PI3Kalpha, PI3Kbeta","PI3K/MTOR signaling","52913813","GDSC2","752","SANGER","495"
"1804","Acetalax","Oxyphenisatin acetate","","Unclassified","","GDSC2","728","SANGER","495"
"1032","Afatinib","BIBW2992, Tovok, Gilotrif","ERBB2, EGFR","EGFR signaling","10184653","GDSC1","943","SANGER","495"
"1377","Afatinib","BIBW2992, Tovok, Gilotrif","ERBB2, EGFR","EGFR signaling","10184653","GDSC1","914","SANGER","495"
"1032","Afatinib","BIBW2992, Tovok, Gilotrif","ERBB2, EGFR","EGFR signaling","10184653","GDSC2","805","SANGER","495"
"1912","Afuresertib","GSK2110183, GSK2110183C","AKT1, AKT2, AKT3","PI3K/MTOR signaling","46843057","GDSC2","751","SANGER","495"
"281","Alectinib","CH5424802, CH 542802, Alecensa","ALK","RTK signaling","49806720","GDSC1","917","MGH","495"
"431","Alisertib","MLN8237","AURKA","Mitosis","","GDSC1","896","MGH","495"
"1051","Alisertib","MLN8237","AURKA","Mitosis","24771867","GDSC2","730","SANGER","495"
"1560","Alpelisib","BYL719, BYL-719, NVP-BYL719","PI3Kalpha","PI3K/MTOR signaling","56649450","GDSC2","804","SANGER","495"
"293","Amuvatinib","MP470, MP 470, MP-470","KIT, PDGFRA, FLT3","RTK signaling","11282283","GDSC1","912","MGH","495"
"382","Apitolisib","GDC0980","mTOR, PI3K","PI3K/MTOR signaling","","GDSC1","912","MGH","495"
"427","Ara-G","9-??-D-Arabinofuranosyl guanine","Anti-metabolite","Other","","GDSC1","912","MGH","495"
"205","Avagacestat","BMS-708163, BMS 708163","Amyloid beta20, Amyloid beta40","Other","46883536","GDSC1","920","MGH","495"
"1072","Avagacestat","BMS-708163, BMS 708163","Amyloid beta20, Amyloid beta40","Other","46883536","GDSC1","941","SANGER","495"
"1021","Axitinib","AG-13736, Inlyta","PDGFR, KIT, VEGFR","RTK signaling","6450551","GDSC1","941","SANGER","495"
"1021","Axitinib","AG-13736, Inlyta","PDGFR, KIT, VEGFR","RTK signaling","6450551","GDSC2","50","SANGER","495"
"552","BAM7","","Bax activator","Other","","GDSC1","914","MGH","495"
"178","BAY-61-3606","Syk Inhibitor, BAY-613606","SYK","Other, kinases","10200390","GDSC1","878","MGH","495"
"1866","BDP-00009066","","MRCKB_HUMAN","Cytoskeleton","","GDSC2","752","SANGER","495"
"60","BI-2536","","PLK1, PLK2, PLK3","Cell cycle","11364421","GDSC1","397","MGH","495"
"1086","BI-2536","","PLK1, PLK2, PLK3","Cell cycle","11364421","GDSC2","44","SANGER","495"
"380","BIBF-1120","","VEGFR, PDGFR, FGFR","RTK signaling","","GDSC1","924","MGH","495"
"2043","BIBR-1532","","TERT","Genome integrity","9927531","GDSC2","749","SANGER","495"
"279","BIX02189","BIX 02189","MEK5, ERK5","ERK MAPK signaling","46931012","GDSC1","917","MGH","495"
"203","BMS-345541","BMS345541, IKK Inhibitor 3","IKK1, IKK2","Other, kinases","9813758","GDSC1","922","MGH","495"
"1249","BMS-345541","","IKK-1, IKK-2","Other","9926054","GDSC2","728","SANGER","495"
"63","BMS-509744","KIN001-127, ITK inhibitor","ITK","Other, kinases","20635522","GDSC1","400","MGH","495"
"62","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","10390396","GDSC1","398","MGH","495"
"1091","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","10390396","GDSC1","922","SANGER","495"
"1091","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","10390396","GDSC2","752","SANGER","495"
"184","BMS-754807","BMS754807, BMS 754807","IGF1R, IR","RTK signaling","24785538","GDSC1","872","MGH","495"
"2171","BMS-754807","BMS-754807","IGF1R, IR","IGF1R signaling","","GDSC2","46","SANGER","495"
"1998","BPD-00008900","","","Other","","GDSC2","752","SANGER","495"
"222","BX-912","","PDK1 (PDPK1)","Metabolism","11754511","GDSC1","920","MGH","495"
"1037","BX795","BX-795","TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC","Other, kinases","10077147","GDSC1","946","SANGER","495"
"274","Belinostat","PXD101, PXD-101","HDAC1","Chromatin histone acetylation","6918638","GDSC1","892","MGH","495"
"186","Bexarotene","LG-100069, Targretin, Targret, Targrexin, Targretyn, Bexarotenum","Retinioic X receptor (RXR) agonist","Other","82146","GDSC1","869","MGH","495"
"150","Bicalutamide","ICI-176334, Casodex, Cosudex, ICI 176334","AR","Hormone-related","2375","GDSC1","878","MGH","495"
"1502","Bicalutamide","ICI-176334, Casodex, Cosudex, ICI 176334","AR","Hormone-related","2375","GDSC1","875","SANGER","495"
"190","Bleomycin","","dsDNA break induction","DNA replication","several","GDSC1","862","MGH","495"
"1378","Bleomycin (50 uM)","","dsDNA break induction","DNA replication","5460769","GDSC1","933","SANGER","495"
"104","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","387447","GDSC1","393","MGH","495"
"1191","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","387447","GDSC2","756","SANGER","495"
"1019","Bosutinib","SKI-606, Bosulif","SRC, ABL, TEC","Other, kinases","5328940","GDSC1","946","SANGER","495"
"376","Brivanib, BMS-540215","","VEGFR, PDGFR","RTK signaling","","GDSC1","924","MGH","495"
"197","Bryostatin 1","Bryostatin","PKC","Other","5280757","GDSC1","874","MGH","495"
"1873","Buparlisib","BKM120, NVP-BKM120","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","66577015, 16654980","GDSC2","752","SANGER","495"
"435","C-75","","FAS","Apoptosis regulation","","GDSC1","914","MGH","495"
"436","CAP-232, TT-232, TLN-232","","Glycolysis","Metabolism","","GDSC1","912","MGH","495"
"416","CAY10566","","Stearoyl-CoA desaturase","Other","","GDSC1","910","MGH","495"
"276","CAY10603","","HDAC1, HDAC6","Chromatin histone acetylation","24951314","GDSC1","909","MGH","495"
"1170","CCT-018159","CCT018159, CCT 018159","HSP90","Protein stability and degradation","5327091","GDSC1","935","SANGER","495"
"1067","CCT007093","","PPM1D","Cell cycle","2314623","GDSC1","936","SANGER","495"
"449","CD532","","AURKA","Mitosis","","GDSC1","926","MGH","495"
"54","CGP-082996","CINK4, KIN001-021","CDK4","Cell cycle","24825971","GDSC1","399","MGH","495"
"53","CGP-60474","KIN001-019, CGP60474, CGP 60474","CDK1,CDK2,CDK5,CDK7,CDK9, PKC","Cell cycle","644215","GDSC1","399","MGH","495"
"154","CHIR-99021","CT 99021, CHIR99021, CHIR 99021","GSK3A, GSK3B","WNT signaling","9956119","GDSC1","885","MGH","495"
"1241","CHIR-99021","CT 99021, CHIR99021, CHIR 99021","GSK3A, GSK3B","WNT signaling","9956119","GDSC1","911","SANGER","495"
"362","CI-1033","","EGFR, ERBB2, ERBB4","RTK signaling","","GDSC1","923","MGH","495"
"1015","CI-1040","CI 1040, PD-18435, PD-184352, 212631-79-3","MEK1, MEK2","ERK MAPK signaling","6918454","GDSC1","930","SANGER","495"
"64","CMK","KIN001-128","RSK2","Other, kinases","16663089","GDSC1","399","MGH","495"
"152","CP466722","CP-466722, CP 466722, 1080622-86-1","ATM","Genome integrity","44551660","GDSC1","921","MGH","495"
"255","CP724714","CP-724714","ERBB2","RTK signaling","9874913","GDSC1","920","MGH","495"
"415","CPI-613","","Metabo, Mitochondria","Other","","GDSC1","915","MGH","495"
"273","CUDC-101","CUDC 101","HDAC1-10, EGFR, ERBB2","Other","24756910","GDSC1","899","MGH","495"
"300","CX-5461","CX5461, CX 5461","RNA Polymerase 1","Other","25257557","GDSC1","912","MGH","495"
"1615","CZC24832","GTPL6653","PI3Kgamma","PI3K/MTOR signaling","42623951","GDSC2","728","SANGER","495"
"249","Cabozantinib","BMS-907351, XL-184, Cometriq","VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL","RTK signaling","25102847","GDSC1","917","MGH","495"
"1003","Camptothecin","Camptothecine, (+)-Camptothecin","TOP1","DNA replication","24360","GDSC2","808","SANGER","495"
"1807","Carmustine","","","DNA replication","","GDSC2","728","SANGER","495"
"1922","Cediranib","AZD2171, AZD 2171, AZD-2171, Recentin","VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB","RTK signaling","9933475","GDSC2","752","SANGER","495"
"1114","Cetuximab","Erbitux, IMC-C225, C225, IMC-225, L01XC06","EGFR","EGFR signaling","85668777","GDSC1","873","SANGER","495"
"1005","Cisplatin","cis-Diammineplatinum(II) dichloride, Platinol, CIS-DDP","DNA crosslinker","DNA replication","84691","GDSC1","948","SANGER","495"
"1005","Cisplatin","cis-Diammineplatinum(II) dichloride, Platinol, CIS-DDP","DNA crosslinker","DNA replication","84691","GDSC2","768","SANGER","495"
"37","Crizotinib","Xalkori, PF2341066, PF-2341066, PF 2341066","MET, ALK, ROS1","RTK signaling","11626560","GDSC1","406","MGH","495"
"1083","Crizotinib","Xalkori, PF2341066, PF-2341066, PF 2341066","MET, ALK, ROS1","RTK signaling","11626560","GDSC2","737","SANGER","495"
"17","Cyclopamine","","SMO","Other","several","GDSC1","396","MGH","495"
"1512","Cyclophosphamide","Cytoxan, Neosar, Cyclophosphamid, Procytox, Cyclophosphane","Alkylating agent","DNA replication","2907","GDSC2","751","SANGER","495"
"1006","Cytarabine","Ara-Cytidine, Arabinosyl Cytosine, U-19920","Antimetabolite","Other","6253","GDSC1","937","SANGER","495"
"1006","Cytarabine","Ara-Cytidine, Arabinosyl Cytosine, U-19920","Antimetabolite","Other","6253","GDSC2","752","SANGER","495"
"165","DMOG","Dimethyloxalylglcine","HIF-PH","Metabolism","560326","GDSC1","883","MGH","495"
"1373","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","44462760","GDSC1","870","SANGER","495"
"1373","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","44462760","GDSC2","757","SANGER","495"
"200","Dacinostat","NVP-LAQ824, LAQ824","HDAC1","Chromatin histone acetylation","6445533","GDSC1","878","MGH","495"
"1811","Dactinomycin","Actinomycin D","","Other","","GDSC2","728","SANGER","495"
"1911","Dactinomycin","Actinomycin D, Cosmegen, Lyovac, Meractinomycin, Ac-De, ActD","RNA polymerase","Other","several","GDSC2","740","SANGER","495"
"1057","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","11977753","GDSC1","932","SANGER","495"
"1057","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","11977753","GDSC2","752","SANGER","495"
"1248","Daporinad","APO866,  FK866, FK866","NAMPT","Metabolism","6914657","GDSC1","890","SANGER","495"
"1248","Daporinad","APO866,  FK866, FK866","NAMPT","Metabolism","6914657","GDSC2","382","SANGER","495"
"51","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","RTK signaling","3062316","GDSC1","394","MGH","495"
"1079","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","3062316","GDSC2","760","SANGER","495"
"1827","Dihydrorotenone","","","Unclassified","","GDSC2","726","SANGER","495"
"1180","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","46926350","GDSC2","727","SANGER","495"
"1007","Docetaxel","RP-56976, Taxotere","Microtubule stabiliser","Mitosis","148124","GDSC1","947","SANGER","495"
"1007","Docetaxel","RP-56976, Taxotere","Microtubule stabiliser","Mitosis","148124","GDSC2","766","SANGER","495"
"1819","Docetaxel","RP-56976, Taxotere","Microtubule stabiliser","Mitosis","","GDSC2","669","SANGER","495"
"1042","Doramapimod","BIRB-796, BIRB 796","p38, JNK2","JNK and p38 signaling","156422","GDSC1","927","SANGER","495"
"1042","Doramapimod","BIRB-796, BIRB 796","p38, JNK2","JNK and p38 signaling","156422","GDSC2","47","SANGER","495"
"133","Doxorubicin","Doxil, Rubex, Adriamycin, Adriablastin, Doxorubicine","Anthracycline","DNA replication","31703","GDSC1","877","MGH","495"
"1069","EHT-1864","EHT 1864","RAC1, RAC2, RAC3","Cytoskeleton","9938202","GDSC1","941","SANGER","495"
"1237","EPZ004777","EPZ-004777","DOT1L","Chromatin histone methylation","56962336","GDSC2","801","SANGER","495"
"1563","EPZ5676","EPZ-5676, Pinometostat","DOT1L","Chromatin histone methylation","57345410","GDSC2","801","SANGER","495"
"447","ETP-45835","","MNK1, MNK2","Other, kinases","","GDSC1","925","MGH","495"
"1835","Elephantin","","","Unclassified","","GDSC2","728","SANGER","495"
"1031","Elesclomol","STA-4783","HSP90","Protein stability and degradation","300471","GDSC1","934","SANGER","495"
"172","Embelin","Emberine, Embelic acid","XIAP","Apoptosis regulation","3218","GDSC1","880","MGH","495"
"88","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","4261","GDSC1","395","MGH","495"
"1593","Entinostat","MS-275","HDAC1, HDAC3","Chromatin histone acetylation","4261","GDSC2","735","SANGER","495"
"1630","Entospletinib","GS-9973","SYK","Other, kinases","59473233","GDSC2","728","SANGER","495"
"229","Enzastaurin","LY317615","PKCB","Other, kinases","176167","GDSC1","918","MGH","495"
"1511","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","41867","GDSC2","752","SANGER","495"
"201","Epothilone B","Patupilone, EpoB, EPO906, GNF-PF-193","Microtubule stabiliser","Mitosis","448013","GDSC1","875","MGH","495"
"1","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","176870","GDSC1","394","MGH","495"
"1168","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","176870","GDSC2","752","SANGER","495"
"134","Etoposide","Etopophos, Vepesid, Eposin, VP-16","TOP2","DNA replication","36462","GDSC1","886","MGH","495"
"173","FH535","","PPARgamma, PPARdelta","Other","3463933","GDSC1","875","MGH","495"
"231","FMK","KIN001-242","RSK","Other, kinases","none","GDSC1","791","MGH","495"
"263","FR-180204","FR 180204, FR180204, ERK Inhibitor II","ERK1, ERK2","ERK MAPK signaling","11493598","GDSC1","918","MGH","495"
"166","FTI-277","","Farnesyl-transferase (FNTA)","Other","3005532","GDSC1","887","MGH","495"
"546","FTY-720","Fingolimod hydrochloride; Gilenya; TDI-132; Imusera; Gilenia","S1P","Other","","GDSC1","915","MGH","495"
"306","Fedratinib","TG101348, TG-101348, SAR302503, SAR-302503","JAK2","Other, kinases","16722836","GDSC1","920","MGH","495"
"432","Flavopiridol","","CDK","Cell cycle","","GDSC1","910","MGH","495"
"1813","Fludarabine","Fludara","","Unclassified","","GDSC2","728","SANGER","495"
"308","Foretinib","GSK1363089, XL-880, EXEL-2880, GSK089","MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR","RTK signaling","42642645","GDSC1","915","MGH","495"
"2040","Foretinib","GSK1363089, XL-880, EXEL-2880, GSK089","MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR","RTK signaling","42642645","GDSC2","750","SANGER","495"
"1200","Fulvestrant","Faslodex, ICI-182780","ESR","Hormone-related","104741","GDSC2","764","SANGER","495"
"1816","Fulvestrant","","","Hormone-related","","GDSC2","728","SANGER","495"
"1925","GDC0810","GDC-0810, GDC 0810","ESR1, ESR2","Hormone-related","56941241","GDSC2","752","SANGER","495"
"1926","GNE-317","GNE317, GNE 317","PI3Kalpha","PI3K/MTOR signaling","70676303","GDSC2","738","SANGER","495"
"52","GNF-2","KIN001-013","BCR-ABL","ABL signaling","5311510","GDSC1","397","MGH","495"
"374","GSK1059615","","PI3K","PI3K/MTOR signaling","","GDSC1","911","MGH","495"
"226","GSK1070916","GSK-1070916","AURKA, AURKC","Mitosis","46885626","GDSC1","873","MGH","495"
"202","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","RTK signaling","25124816","GDSC1","877","MGH","495"
"1093","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","25124816","GDSC2","801","SANGER","495"
"1927","GSK2578215A","GSK 2578215A,  GSK-2578215A","LRRK2","Other, kinases","68107965","GDSC2","752","SANGER","495"
"1618","GSK2606414","AK175551","PERK","Metabolism","53469448","GDSC2","721","SANGER","495"
"127","GSK269962A","GSK 269962A","ROCK1, ROCK2","Cytoskeleton","16095342","GDSC1","399","MGH","495"
"1192","GSK269962A","GSK 269962A","ROCK1, ROCK2","Cytoskeleton","16095342","GDSC1","922","SANGER","495"
"1192","GSK269962A","GSK 269962A","ROCK1, ROCK2","Cytoskeleton","16095342","GDSC2","49","SANGER","495"
"91","GSK319347A","KIN001-135, IKK-3 inhibitor","IKK","Other, kinases","11626927","GDSC1","401","MGH","495"
"1627","GSK343","GTPL8240, AOB3680, AK175558","EZH2","Chromatin histone methylation","71268957","GDSC2","727","SANGER","495"
"230","GSK429286A","","ROCK1, ROCK2","Cytoskeleton","11373846","GDSC1","919","MGH","495"
"2110","GSK591","EPZ015866, GSK3203591","PMRT5","Chromatin histone methylation","117072552","GDSC2","745","SANGER","495"
"177","GSK650394","GSK-650394, GSK 650394","SGK2, SGK3","Other, kinases","25022668","GDSC1","871","MGH","495"
"326","GSK690693","GSK 690693, GSK-690693","AKT1, AKT2, AKT3","PI3K/MTOR signaling","16725726","GDSC1","916","MGH","495"
"193","GW-2580","GX2580, CFMS receptor tyrosine kinase inhibitor","CSF1R","RTK signaling","11617559","GDSC1","920","MGH","495"
"1023","GW441756","GW 441756","NTRK1","RTK signaling","9943465","GDSC1","944","SANGER","495"
"87","GW843682X","GW843682X (AN-13)","PLK1","Cell cycle","9826308","GDSC1","396","MGH","495"
"1830","Gallibiscoquinazole","","","Unclassified","","GDSC2","728","SANGER","495"
"1010","Gefitinib","ZD-1839, Iressa","EGFR","EGFR signaling","123631","GDSC1","941","SANGER","495"
"1010","Gefitinib","ZD-1839, Iressa","EGFR","EGFR signaling","123631","GDSC2","752","SANGER","495"
"135","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","60750","GDSC1","865","MGH","495"
"1190","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","60750","GDSC2","756","SANGER","495"
"225","Genentech Cpd 10","","AURKA, AURKB","Mitosis","none","GDSC1","918","MGH","495"
"1142","HG-5-113-01","","LOK, LTK, TRCB, ABL(T315I)","Other","none","GDSC1","494","SANGER","495"
"1143","HG-5-88-01","","EGFR, ADCK4","Other, kinases","none","GDSC1","493","SANGER","495"
"159","HG6-64-1","KIN001-206","BRAF","ERK MAPK signaling","53302361","GDSC1","881","MGH","495"
"275","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","46943432","GDSC1","915","MGH","495"
"1624","I-BET-762","GSK525762A","BRD2, BRD3, BRD4","Chromatin other","46943432","GDSC2","727","SANGER","495"
"1928","I-BRD9","GSK602, GSK 602, GSK-602","BRD9","Chromatin other","91668541","GDSC2","752","SANGER","495"
"236","IC-87114","","PI3Kdelta","PI3K/MTOR signaling","","GDSC1","919","MGH","495"
"1266","ICL1100013","","N-myristoyltransferase 1/2","Other","","GDSC1","912","SANGER","495"
"442","IMD-0354","","IKKb","Other, kinases","","GDSC1","918","MGH","495"
"1230","IOX2","IOX-2, IOX 2, AK176060","EGLN1","Other","54685215","GDSC1","926","SANGER","495"
"176","IPA-3","IPA 3","PAK1","Cytoskeleton","521106","GDSC1","876","MGH","495"
"1576","IWP-2","Wnt Inhibitor IWP-2","PORCN","WNT signaling","2155128","GDSC2","727","SANGER","495"
"1799","Ibrutinib","PCI-32765, CRA-032765, PCI-32765-00","BTK","Other, kinases","24821094","GDSC2","724","SANGER","495"
"238","Idelalisib","CAL-101, Zydelig","PI3Kdelta","PI3K/MTOR signaling","11625818","GDSC1","920","MGH","495"
"34","Imatinib","Gleevec, STI-571","ABL, KIT, PDGFR","Other, kinases","5291","GDSC1","407","MGH","495"
"1924","Ipatasertib","GDC0068, GDC 0068, GDC-0068","AKT1, AKT, AKT3","PI3K/MTOR signaling","24788740","GDSC2","752","SANGER","495"
"1088","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","60838","GDSC2","801","SANGER","495"
"208","Ispinesib Mesylate","SB-715992","KSP","Mitosis","6450816","GDSC1","917","MGH","495"
"284","JNJ38877605","","MET","RTK signaling","","GDSC1","923","MGH","495"
"1043","JNK Inhibitor VIII","","JNK","JNK and p38 signaling","11624601","GDSC1","943","SANGER","495"
"157","JNK-9L","KIN001-204, JNK inhibitor 9l","JNK2, JNK3","JNK and p38 signaling","25222038","GDSC1","886","MGH","495"
"163","JQ1","JQ-1, (+)-JQ-1","BRD2, BRD3, BRD4, BRDT","Chromatin other","46907787","GDSC1","886","MGH","495"
"1218","JQ1","JQ-1, (+)-JQ-1","BRD2, BRD3, BRD4, BRDT","Chromatin other","46907787","GDSC1","911","SANGER","495"
"2172","JQ1","JQ-1, (+)-JQ-1","BRD2, BRD3, BRD4, BRDT","Chromatin other","46907787","GDSC2","48","SANGER","495"
"164","JQ12","","HDAC1, HDAC2","Chromatin histone acetylation","none","GDSC1","881","MGH","495"
"256","JW-7-24-1","","LCK","Other, kinases","none","GDSC1","920","MGH","495"
"83","JW-7-52-1","NA","MTOR","PI3K/MTOR signaling","49836027","GDSC1","384","MGH","495"
"289","KIN001-042","","GSK3B","WNT signaling","","GDSC1","923","MGH","495"
"286","KIN001-236","","Angiopoietin-1 receptor","RTK signaling","none","GDSC1","918","MGH","495"
"287","KIN001-244","PDK1 inhibitor 7","PDK1 (PDPK1)","Metabolism","56965967","GDSC1","917","MGH","495"
"290","KIN001-260","Bayer IKKb inhibitor, ACHP","IKKB","Other, kinases","10451420","GDSC1","917","MGH","495"
"291","KIN001-266","","MAP3K8","ERK MAPK signaling","44143370","GDSC1","917","MGH","495"
"345","KIN001-270","CDK9 inhibitor, CDK9-IN-1","CDK9","Cell cycle","66577006","GDSC1","918","MGH","495"
"1855","KRAS (G12C) Inhibitor-12","GTPL8020","KRAS (G12C)","ERK MAPK signaling","73555129","GDSC2","728","SANGER","495"
"1030","KU-55933","KU55933","ATM","Genome integrity","5278396","GDSC1","945","SANGER","495"
"1030","KU-55933","KU55933","ATM","Genome integrity","5278396","GDSC2","49","SANGER","495"
"563","Kobe2602","","RAS effector","RTK signaling","","GDSC1","913","MGH","495"
"439","LCL161","","XIAP, cIAP1, cIAP2","Apoptosis regulation","","GDSC1","910","MGH","495"
"1557","LCL161","","XIAP, IAP1, IAP2","Apoptosis regulation","24737642","GDSC2","727","SANGER","495"
"478","LDN-193189","","BMP","Other","","GDSC1","913","MGH","495"
"192","LFM-A13","DDE-28","BTK","Other, kinases","54676905","GDSC1","878","MGH","495"
"573","LGK974","","PORCN","WNT signaling","","GDSC1","911","MGH","495"
"1598","LGK974","LGK-974","PORCN","WNT signaling","46926973","GDSC2","804","SANGER","495"
